Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
10:30:00 PM,24,Tuesday,8,1,1,38,48,normal
10:45:00 PM,24,Tuesday,14,2,0,23,39,normal
11:00:00 PM,24,Tuesday,15,1,2,35,53,normal
11:15:00 PM,24,Tuesday,14,2,1,31,48,normal
11:30:00 PM,24,Tuesday,9,1,0,32,42,normal
11:45:00 PM,24,Tuesday,12,1,0,24,37,normal
12:00:00 AM,25,Wednesday,11,1,2,29,43,normal
12:15:00 AM,25,Wednesday,7,0,1,27,35,normal
12:30:00 AM,25,Wednesday,14,0,2,35,51,normal
12:45:00 AM,25,Wednesday,10,1,1,38,50,normal
1:00:00 AM,25,Wednesday,10,1,0,27,38,normal
1:15:00 AM,25,Wednesday,13,0,1,34,48,normal
1:30:00 AM,25,Wednesday,13,1,1,20,35,normal
1:45:00 AM,25,Wednesday,15,1,0,32,48,normal
2:00:00 AM,25,Wednesday,7,0,0,32,39,normal
2:15:00 AM,25,Wednesday,13,0,2,37,52,normal
2:30:00 AM,25,Wednesday,8,0,0,39,47,normal
2:45:00 AM,25,Wednesday,11,1,2,37,51,normal
3:00:00 AM,25,Wednesday,11,0,0,37,48,normal
3:15:00 AM,25,Wednesday,10,1,2,26,39,normal
3:30:00 AM,25,Wednesday,15,1,1,36,53,normal
3:45:00 AM,25,Wednesday,9,0,2,34,45,normal
4:00:00 AM,25,Wednesday,60,3,6,23,92,normal
4:15:00 AM,25,Wednesday,51,7,3,22,83,normal
4:30:00 AM,25,Wednesday,60,7,2,27,96,normal
4:45:00 AM,25,Wednesday,65,0,3,25,93,normal
5:00:00 AM,25,Wednesday,66,4,1,21,92,normal
5:15:00 AM,25,Wednesday,63,3,5,30,101,normal
5:30:00 AM,25,Wednesday,72,7,2,20,101,normal
5:45:00 AM,25,Wednesday,124,16,21,8,169,heavy
6:00:00 AM,25,Wednesday,106,17,22,14,159,normal
6:15:00 AM,25,Wednesday,91,24,10,15,140,normal
6:30:00 AM,25,Wednesday,120,10,18,10,158,normal
6:45:00 AM,25,Wednesday,147,20,25,8,200,heavy
7:00:00 AM,25,Wednesday,126,30,19,8,183,heavy
7:15:00 AM,25,Wednesday,102,19,22,9,152,normal
7:30:00 AM,25,Wednesday,87,15,25,14,141,normal
7:45:00 AM,25,Wednesday,118,24,17,15,174,heavy
8:00:00 AM,25,Wednesday,144,18,16,5,183,heavy
8:15:00 AM,25,Wednesday,85,12,23,7,127,normal
8:30:00 AM,25,Wednesday,81,23,19,12,135,normal
8:45:00 AM,25,Wednesday,121,16,25,9,171,heavy
9:00:00 AM,25,Wednesday,36,14,17,6,73,normal
9:15:00 AM,25,Wednesday,80,15,24,11,130,normal
9:30:00 AM,25,Wednesday,53,12,22,8,95,normal
9:45:00 AM,25,Wednesday,74,7,8,20,109,normal
10:00:00 AM,25,Wednesday,53,11,17,13,94,normal
10:15:00 AM,25,Wednesday,56,6,10,9,81,low
10:30:00 AM,25,Wednesday,66,14,18,13,111,normal
10:45:00 AM,25,Wednesday,68,10,5,31,114,high
11:00:00 AM,25,Wednesday,24,1,10,29,64,normal
11:15:00 AM,25,Wednesday,52,4,10,31,97,normal
11:30:00 AM,25,Wednesday,35,5,12,34,86,normal
11:45:00 AM,25,Wednesday,47,1,5,33,86,normal
12:00:00 PM,25,Wednesday,36,6,2,35,79,normal
12:15:00 PM,25,Wednesday,61,7,5,26,99,normal
12:30:00 PM,25,Wednesday,57,10,2,35,104,normal
12:45:00 PM,25,Wednesday,64,10,9,29,112,normal
1:00:00 PM,25,Wednesday,31,16,23,10,80,normal
1:15:00 PM,25,Wednesday,91,2,0,11,104,low
1:30:00 PM,25,Wednesday,16,12,26,24,78,normal
1:45:00 PM,25,Wednesday,58,18,13,25,114,normal
2:00:00 PM,25,Wednesday,86,16,12,16,130,normal
2:15:00 PM,25,Wednesday,81,8,20,12,121,normal
2:30:00 PM,25,Wednesday,6,9,14,29,58,normal
2:45:00 PM,25,Wednesday,26,0,9,19,54,normal
3:00:00 PM,25,Wednesday,23,15,7,12,57,low
3:15:00 PM,25,Wednesday,79,5,15,13,112,normal
3:30:00 PM,25,Wednesday,11,7,10,29,57,normal
3:45:00 PM,25,Wednesday,134,22,29,11,196,heavy
4:00:00 PM,25,Wednesday,128,23,24,16,191,heavy
4:15:00 PM,25,Wednesday,106,22,19,18,165,normal
4:30:00 PM,25,Wednesday,124,11,30,18,183,heavy
4:45:00 PM,25,Wednesday,134,10,13,19,176,heavy
5:00:00 PM,25,Wednesday,125,17,10,16,168,heavy
5:15:00 PM,25,Wednesday,147,18,13,11,189,heavy
5:30:00 PM,25,Wednesday,100,10,20,16,146,normal
5:45:00 PM,25,Wednesday,146,17,25,11,199,heavy
6:00:00 PM,25,Wednesday,142,15,34,10,201,heavy
6:15:00 PM,25,Wednesday,130,24,23,10,187,heavy
6:30:00 PM,25,Wednesday,94,15,15,32,156,high
6:45:00 PM,25,Wednesday,104,7,6,19,136,normal
7:00:00 PM,25,Wednesday,93,10,19,26,148,normal
7:15:00 PM,25,Wednesday,51,8,13,17,89,low
7:30:00 PM,25,Wednesday,97,7,7,26,137,normal
7:45:00 PM,25,Wednesday,93,16,16,28,153,normal
8:00:00 PM,25,Wednesday,105,17,17,12,151,normal
8:15:00 PM,25,Wednesday,66,12,20,31,129,high
8:30:00 PM,25,Wednesday,56,16,20,28,120,normal
8:45:00 PM,25,Wednesday,109,20,8,13,150,normal
9:00:00 PM,25,Wednesday,64,8,14,20,106,normal
9:15:00 PM,25,Wednesday,83,6,6,35,130,high
9:30:00 PM,25,Wednesday,107,16,14,26,163,normal
9:45:00 PM,25,Wednesday,5,1,0,28,34,normal
10:00:00 PM,25,Wednesday,5,2,1,20,28,normal
10:15:00 PM,25,Wednesday,12,1,2,38,53,normal
10:30:00 PM,25,Wednesday,6,0,1,24,31,normal
10:45:00 PM,25,Wednesday,5,1,2,21,29,normal
11:00:00 PM,25,Wednesday,15,2,1,31,49,normal
11:15:00 PM,25,Wednesday,5,0,0,31,36,normal
11:30:00 PM,25,Wednesday,8,0,1,29,38,normal
11:45:00 PM,25,Wednesday,12,1,1,36,50,normal
12:00:00 AM,26,Thursday,14,1,2,36,53,normal
12:15:00 AM,26,Thursday,11,2,2,26,41,normal
12:30:00 AM,26,Thursday,8,2,2,29,41,normal
12:45:00 AM,26,Thursday,10,1,2,36,49,normal
1:00:00 AM,26,Thursday,12,1,1,30,44,normal
1:15:00 AM,26,Thursday,6,1,0,25,32,normal
1:30:00 AM,26,Thursday,7,1,1,21,30,normal
1:45:00 AM,26,Thursday,5,2,2,20,29,normal
2:00:00 AM,26,Thursday,9,2,0,21,32,normal
2:15:00 AM,26,Thursday,5,1,2,35,43,normal
2:30:00 AM,26,Thursday,14,0,2,28,44,normal
2:45:00 AM,26,Thursday,12,1,1,39,53,normal
3:00:00 AM,26,Thursday,7,0,0,29,36,normal
3:15:00 AM,26,Thursday,10,2,0,22,34,normal
3:30:00 AM,26,Thursday,13,1,1,22,37,normal
3:45:00 AM,26,Thursday,15,1,1,39,56,normal
4:00:00 AM,26,Thursday,79,3,1,14,97,low
4:15:00 AM,26,Thursday,58,3,2,18,81,low
4:30:00 AM,26,Thursday,60,8,5,23,96,normal
4:45:00 AM,26,Thursday,89,1,0,29,119,normal
5:00:00 AM,26,Thursday,64,4,0,12,80,low
5:15:00 AM,26,Thursday,62,5,3,26,96,normal
5:30:00 AM,26,Thursday,79,7,7,11,104,low
5:45:00 AM,26,Thursday,92,12,19,8,131,normal
6:00:00 AM,26,Thursday,111,27,12,13,163,normal
6:15:00 AM,26,Thursday,105,25,24,11,165,normal
6:30:00 AM,26,Thursday,84,26,12,11,133,normal
6:45:00 AM,26,Thursday,130,19,20,11,180,heavy
7:00:00 AM,26,Thursday,107,16,16,9,148,normal
7:15:00 AM,26,Thursday,130,15,11,15,171,heavy
7:30:00 AM,26,Thursday,139,28,17,5,189,heavy
7:45:00 AM,26,Thursday,91,17,25,14,147,normal
8:00:00 AM,26,Thursday,139,22,16,5,182,heavy
8:15:00 AM,26,Thursday,141,11,19,7,178,heavy
8:30:00 AM,26,Thursday,116,29,14,12,171,heavy
8:45:00 AM,26,Thursday,80,17,20,13,130,normal
9:00:00 AM,26,Thursday,59,10,23,19,111,normal
9:15:00 AM,26,Thursday,76,15,25,5,121,normal
9:30:00 AM,26,Thursday,42,10,15,7,74,low
9:45:00 AM,26,Thursday,31,5,27,10,73,normal
10:00:00 AM,26,Thursday,40,12,26,11,89,normal
10:15:00 AM,26,Thursday,72,15,7,19,113,normal
10:30:00 AM,26,Thursday,37,8,15,15,75,low
10:45:00 AM,26,Thursday,54,6,0,27,87,normal
11:00:00 AM,26,Thursday,21,0,1,25,47,normal
11:15:00 AM,26,Thursday,70,9,6,30,115,normal
11:30:00 AM,26,Thursday,38,3,2,33,76,normal
11:45:00 AM,26,Thursday,23,0,1,32,56,normal
12:00:00 PM,26,Thursday,38,5,11,33,87,normal
12:15:00 PM,26,Thursday,57,9,1,31,98,normal
12:30:00 PM,26,Thursday,20,3,3,27,53,normal
12:45:00 PM,26,Thursday,42,6,9,33,90,normal
1:00:00 PM,26,Thursday,47,11,21,15,94,normal
1:15:00 PM,26,Thursday,67,8,22,22,119,normal
1:30:00 PM,26,Thursday,70,8,28,13,119,high
1:45:00 PM,26,Thursday,53,7,32,11,103,normal
2:00:00 PM,26,Thursday,14,19,25,30,88,normal
2:15:00 PM,26,Thursday,85,16,26,26,153,high
2:30:00 PM,26,Thursday,84,11,34,14,143,high
2:45:00 PM,26,Thursday,59,14,33,12,118,high
3:00:00 PM,26,Thursday,94,3,12,14,123,normal
3:15:00 PM,26,Thursday,81,18,25,12,136,normal
3:30:00 PM,26,Thursday,91,12,10,25,138,normal
3:45:00 PM,26,Thursday,107,23,13,11,154,normal
4:00:00 PM,26,Thursday,137,20,30,15,202,heavy
4:15:00 PM,26,Thursday,121,14,32,10,177,heavy
4:30:00 PM,26,Thursday,115,26,33,19,193,heavy
4:45:00 PM,26,Thursday,133,25,19,12,189,heavy
5:00:00 PM,26,Thursday,110,10,29,17,166,high
5:15:00 PM,26,Thursday,110,20,24,17,171,heavy
5:30:00 PM,26,Thursday,111,26,14,15,166,normal
5:45:00 PM,26,Thursday,113,20,38,17,188,heavy
6:00:00 PM,26,Thursday,134,13,29,15,191,heavy
6:15:00 PM,26,Thursday,148,14,21,19,202,heavy
6:30:00 PM,26,Thursday,92,15,18,18,143,normal
6:45:00 PM,26,Thursday,71,2,17,10,100,normal
7:00:00 PM,26,Thursday,61,0,17,25,103,normal
7:15:00 PM,26,Thursday,85,6,11,25,127,normal
7:30:00 PM,26,Thursday,79,11,8,16,114,normal
7:45:00 PM,26,Thursday,80,17,11,17,125,normal
8:00:00 PM,26,Thursday,95,5,7,22,129,normal
8:15:00 PM,26,Thursday,108,1,15,25,149,normal
8:30:00 PM,26,Thursday,55,20,11,25,111,normal
8:45:00 PM,26,Thursday,56,8,19,27,110,normal
9:00:00 PM,26,Thursday,57,14,6,34,111,normal
9:15:00 PM,26,Thursday,90,11,10,27,138,normal
9:30:00 PM,26,Thursday,109,20,6,18,153,normal
9:45:00 PM,26,Thursday,11,2,2,39,54,normal
10:00:00 PM,26,Thursday,13,1,1,25,40,normal
10:15:00 PM,26,Thursday,5,2,1,26,34,normal
10:30:00 PM,26,Thursday,5,1,1,33,40,normal
10:45:00 PM,26,Thursday,7,2,0,37,46,normal
11:00:00 PM,26,Thursday,10,2,1,32,45,normal
11:15:00 PM,26,Thursday,11,0,0,26,37,normal
11:30:00 PM,26,Thursday,10,0,1,37,48,normal
11:45:00 PM,26,Thursday,13,1,1,21,36,normal
12:00:00 AM,27,Friday,5,2,2,32,41,normal
12:15:00 AM,27,Friday,14,1,1,33,49,normal
12:30:00 AM,27,Friday,10,0,0,30,40,normal
12:45:00 AM,27,Friday,15,0,1,38,54,normal
1:00:00 AM,27,Friday,11,2,0,34,47,normal
1:15:00 AM,27,Friday,8,2,0,39,49,normal
1:30:00 AM,27,Friday,8,2,1,40,51,normal
1:45:00 AM,27,Friday,10,1,2,33,46,normal
2:00:00 AM,27,Friday,13,1,2,37,53,normal
2:15:00 AM,27,Friday,5,1,0,38,44,normal
2:30:00 AM,27,Friday,10,1,1,30,42,normal
2:45:00 AM,27,Friday,6,1,2,23,32,normal
3:00:00 AM,27,Friday,6,2,2,22,32,normal
3:15:00 AM,27,Friday,6,2,0,30,38,normal
3:30:00 AM,27,Friday,9,2,0,37,48,normal
3:45:00 AM,27,Friday,11,2,2,34,49,normal
4:00:00 AM,27,Friday,31,0,4,57,92,normal
4:15:00 AM,27,Friday,29,2,4,37,72,normal
4:30:00 AM,27,Friday,76,0,5,40,121,high
4:45:00 AM,27,Friday,51,6,5,57,119,high
5:00:00 AM,27,Friday,69,1,0,51,121,high
5:15:00 AM,27,Friday,42,7,2,47,98,normal
5:30:00 AM,27,Friday,42,10,1,47,100,normal
5:45:00 AM,27,Friday,38,8,2,57,105,normal
6:00:00 AM,27,Friday,25,9,3,39,76,normal
6:15:00 AM,27,Friday,72,0,4,36,112,high
6:30:00 AM,27,Friday,78,8,5,37,128,high
6:45:00 AM,27,Friday,45,7,0,35,87,normal
7:00:00 AM,27,Friday,75,6,2,42,125,high
7:15:00 AM,27,Friday,77,7,1,57,142,high
7:30:00 AM,27,Friday,34,3,2,47,86,normal
7:45:00 AM,27,Friday,49,4,2,58,113,high
8:00:00 AM,27,Friday,40,4,2,57,103,normal
8:15:00 AM,27,Friday,44,9,5,56,114,high
8:30:00 AM,27,Friday,70,0,2,26,98,normal
8:45:00 AM,27,Friday,63,7,0,52,122,high
9:00:00 AM,27,Friday,126,21,7,6,160,normal
9:15:00 AM,27,Friday,117,38,11,9,175,heavy
9:30:00 AM,27,Friday,101,41,17,9,168,heavy
9:45:00 AM,27,Friday,125,35,19,7,186,heavy
10:00:00 AM,27,Friday,147,43,10,7,207,heavy
10:15:00 AM,27,Friday,140,22,18,5,185,heavy
10:30:00 AM,27,Friday,142,44,6,6,198,heavy
10:45:00 AM,27,Friday,147,45,8,10,210,heavy
11:00:00 AM,27,Friday,137,26,14,8,185,heavy
11:15:00 AM,27,Friday,129,40,13,5,187,heavy
11:30:00 AM,27,Friday,131,30,9,8,178,heavy
11:45:00 AM,27,Friday,107,40,6,6,159,normal
12:00:00 PM,27,Friday,102,37,16,7,162,normal
12:15:00 PM,27,Friday,122,46,15,8,191,heavy
12:30:00 PM,27,Friday,116,30,15,7,168,heavy
12:45:00 PM,27,Friday,136,28,20,9,193,heavy
1:00:00 PM,27,Friday,138,34,15,10,197,heavy
1:15:00 PM,27,Friday,131,21,9,9,170,heavy
1:30:00 PM,27,Friday,129,39,16,5,189,heavy
1:45:00 PM,27,Friday,118,50,18,5,191,heavy
2:00:00 PM,27,Friday,140,40,8,6,194,heavy
2:15:00 PM,27,Friday,137,29,10,9,185,heavy
2:30:00 PM,27,Friday,121,46,5,6,178,heavy
2:45:00 PM,27,Friday,120,25,10,6,161,normal
3:00:00 PM,27,Friday,72,10,13,17,112,normal
3:15:00 PM,27,Friday,83,11,9,16,119,normal
3:30:00 PM,27,Friday,67,6,12,19,104,normal
3:45:00 PM,27,Friday,75,8,7,8,98,low
4:00:00 PM,27,Friday,60,10,6,5,81,low
4:15:00 PM,27,Friday,57,13,2,12,84,low
4:30:00 PM,27,Friday,77,13,7,12,109,low
4:45:00 PM,27,Friday,64,11,0,9,84,low
5:00:00 PM,27,Friday,85,12,12,19,128,normal
5:15:00 PM,27,Friday,88,5,2,5,100,low
5:30:00 PM,27,Friday,83,14,4,18,119,normal
5:45:00 PM,27,Friday,64,6,1,13,84,low
6:00:00 PM,27,Friday,62,9,0,18,89,low
6:15:00 PM,27,Friday,69,8,0,15,92,low
6:30:00 PM,27,Friday,84,15,5,18,122,normal
6:45:00 PM,27,Friday,70,6,9,8,93,low
7:00:00 PM,27,Friday,30,0,1,30,61,normal
7:15:00 PM,27,Friday,29,3,3,30,65,normal
7:30:00 PM,27,Friday,27,0,1,33,61,normal
7:45:00 PM,27,Friday,41,3,3,40,87,normal
8:00:00 PM,27,Friday,29,3,1,35,68,normal
8:15:00 PM,27,Friday,38,0,1,28,67,normal
8:30:00 PM,27,Friday,29,2,1,27,59,normal
8:45:00 PM,27,Friday,39,4,0,36,79,normal
9:00:00 PM,27,Friday,27,1,5,31,64,normal
9:15:00 PM,27,Friday,42,5,5,26,78,normal
9:30:00 PM,27,Friday,31,1,3,38,73,normal
9:45:00 PM,27,Friday,7,0,0,35,42,normal
10:00:00 PM,27,Friday,13,0,1,40,54,normal
10:15:00 PM,27,Friday,11,2,2,25,40,normal
10:30:00 PM,27,Friday,11,0,0,31,42,normal
10:45:00 PM,27,Friday,6,2,2,23,33,normal
11:00:00 PM,27,Friday,5,2,2,26,35,normal
11:15:00 PM,27,Friday,13,1,2,26,42,normal
11:30:00 PM,27,Friday,13,1,2,39,55,normal
11:45:00 PM,27,Friday,14,2,2,28,46,normal
12:00:00 AM,28,Saturday,5,0,2,39,46,normal
12:15:00 AM,28,Saturday,5,1,1,40,47,normal
12:30:00 AM,28,Saturday,13,2,1,38,54,normal
12:45:00 AM,28,Saturday,9,1,0,29,39,normal
1:00:00 AM,28,Saturday,11,0,1,27,39,normal
1:15:00 AM,28,Saturday,8,0,2,33,43,normal
1:30:00 AM,28,Saturday,9,0,2,40,51,normal
1:45:00 AM,28,Saturday,12,1,0,37,50,normal
2:00:00 AM,28,Saturday,7,2,2,23,34,normal
2:15:00 AM,28,Saturday,14,1,1,29,45,normal
2:30:00 AM,28,Saturday,13,1,2,38,54,normal
2:45:00 AM,28,Saturday,11,2,2,37,52,normal
3:00:00 AM,28,Saturday,10,2,2,26,40,normal
3:15:00 AM,28,Saturday,12,0,2,21,35,normal
3:30:00 AM,28,Saturday,12,2,1,21,36,normal
3:45:00 AM,28,Saturday,6,2,1,38,47,normal
4:00:00 AM,28,Saturday,72,6,1,25,104,normal
4:15:00 AM,28,Saturday,77,5,6,20,108,normal
4:30:00 AM,28,Saturday,89,10,0,16,115,normal
4:45:00 AM,28,Saturday,86,1,6,28,121,normal
5:00:00 AM,28,Saturday,64,1,0,27,92,normal
5:15:00 AM,28,Saturday,55,3,1,27,86,normal
5:30:00 AM,28,Saturday,59,0,6,16,81,low
5:45:00 AM,28,Saturday,135,13,24,6,178,heavy
6:00:00 AM,28,Saturday,138,21,19,10,188,heavy
6:15:00 AM,28,Saturday,80,10,17,13,120,normal
6:30:00 AM,28,Saturday,148,24,14,10,196,heavy
6:45:00 AM,28,Saturday,84,25,21,10,140,normal
7:00:00 AM,28,Saturday,103,19,15,6,143,normal
7:15:00 AM,28,Saturday,119,13,10,9,151,normal
7:30:00 AM,28,Saturday,110,16,21,8,155,normal
7:45:00 AM,28,Saturday,130,18,20,13,181,heavy
8:00:00 AM,28,Saturday,105,27,23,10,165,normal
8:15:00 AM,28,Saturday,103,30,22,12,167,normal
8:30:00 AM,28,Saturday,150,12,16,10,188,heavy
8:45:00 AM,28,Saturday,132,15,17,14,178,heavy
9:00:00 AM,28,Saturday,47,6,15,9,77,low
9:15:00 AM,28,Saturday,71,10,6,10,97,low
9:30:00 AM,28,Saturday,49,10,12,8,79,low
9:45:00 AM,28,Saturday,43,6,21,5,75,normal
10:00:00 AM,28,Saturday,74,15,29,15,133,high
10:15:00 AM,28,Saturday,30,6,26,18,80,normal
10:30:00 AM,28,Saturday,38,15,17,15,85,normal
10:45:00 AM,28,Saturday,59,2,8,25,94,normal
11:00:00 AM,28,Saturday,51,8,5,25,89,normal
11:15:00 AM,28,Saturday,26,9,11,29,75,normal
11:30:00 AM,28,Saturday,55,7,8,33,103,normal
11:45:00 AM,28,Saturday,43,4,0,32,79,normal
12:00:00 PM,28,Saturday,64,1,7,35,107,normal
12:15:00 PM,28,Saturday,63,8,13,27,111,normal
12:30:00 PM,28,Saturday,42,8,3,26,79,normal
12:45:00 PM,28,Saturday,30,7,10,32,79,normal
1:00:00 PM,28,Saturday,13,20,1,20,54,normal
1:15:00 PM,28,Saturday,59,19,16,23,117,normal
1:30:00 PM,28,Saturday,57,14,21,19,111,normal
1:45:00 PM,28,Saturday,74,11,23,19,127,normal
2:00:00 PM,28,Saturday,33,3,27,23,86,normal
2:15:00 PM,28,Saturday,7,6,12,20,45,normal
2:30:00 PM,28,Saturday,38,7,1,13,59,low
2:45:00 PM,28,Saturday,6,9,10,27,52,normal
3:00:00 PM,28,Saturday,54,6,18,23,101,normal
3:15:00 PM,28,Saturday,45,16,28,18,107,normal
3:30:00 PM,28,Saturday,44,3,0,23,70,normal
3:45:00 PM,28,Saturday,144,21,10,19,194,heavy
4:00:00 PM,28,Saturday,144,24,26,14,208,heavy
4:15:00 PM,28,Saturday,112,26,38,12,188,heavy
4:30:00 PM,28,Saturday,106,9,31,11,157,high
4:45:00 PM,28,Saturday,149,27,33,16,225,heavy
5:00:00 PM,28,Saturday,120,30,17,19,186,heavy
5:15:00 PM,28,Saturday,133,15,10,10,168,heavy
5:30:00 PM,28,Saturday,108,14,38,19,179,heavy
5:45:00 PM,28,Saturday,141,24,11,19,195,heavy
6:00:00 PM,28,Saturday,127,15,21,17,180,heavy
6:15:00 PM,28,Saturday,134,20,38,20,212,heavy
6:30:00 PM,28,Saturday,95,16,15,24,150,normal
6:45:00 PM,28,Saturday,71,4,14,30,119,normal
7:00:00 PM,28,Saturday,70,7,7,10,94,low
7:15:00 PM,28,Saturday,55,13,10,33,111,normal
7:30:00 PM,28,Saturday,74,19,12,35,140,high
7:45:00 PM,28,Saturday,57,4,15,29,105,normal
8:00:00 PM,28,Saturday,59,11,5,21,96,normal
8:15:00 PM,28,Saturday,85,8,14,15,122,normal
8:30:00 PM,28,Saturday,74,20,17,24,135,normal
8:45:00 PM,28,Saturday,88,19,7,27,141,normal
9:00:00 PM,28,Saturday,64,18,13,17,112,normal
9:15:00 PM,28,Saturday,80,18,14,11,123,normal
9:30:00 PM,28,Saturday,108,7,11,25,151,normal
9:45:00 PM,28,Saturday,14,1,0,28,43,normal
10:00:00 PM,28,Saturday,7,1,1,33,42,normal
10:15:00 PM,28,Saturday,5,1,2,31,39,normal
10:30:00 PM,28,Saturday,11,2,0,36,49,normal
10:45:00 PM,28,Saturday,14,2,1,40,57,normal
11:00:00 PM,28,Saturday,6,0,1,21,28,normal
11:15:00 PM,28,Saturday,7,0,2,36,45,normal
11:30:00 PM,28,Saturday,12,2,1,20,35,normal
11:45:00 PM,28,Saturday,8,2,2,39,51,normal
12:00:00 AM,29,Sunday,5,1,0,35,41,normal
12:15:00 AM,29,Sunday,5,2,1,21,29,normal
12:30:00 AM,29,Sunday,10,0,2,33,45,normal
12:45:00 AM,29,Sunday,12,0,0,35,47,normal
1:00:00 AM,29,Sunday,11,0,2,37,50,normal
1:15:00 AM,29,Sunday,6,0,0,29,35,normal
1:30:00 AM,29,Sunday,15,2,1,38,56,normal
1:45:00 AM,29,Sunday,13,1,2,20,36,normal
2:00:00 AM,29,Sunday,11,2,2,39,54,normal
2:15:00 AM,29,Sunday,6,1,0,39,46,normal
2:30:00 AM,29,Sunday,6,0,1,28,35,normal
2:45:00 AM,29,Sunday,15,2,1,37,55,normal
3:00:00 AM,29,Sunday,11,2,2,24,39,normal
3:15:00 AM,29,Sunday,5,0,0,21,26,normal
3:30:00 AM,29,Sunday,8,0,0,20,28,normal
3:45:00 AM,29,Sunday,8,1,2,29,40,normal
4:00:00 AM,29,Sunday,54,8,7,16,85,low
4:15:00 AM,29,Sunday,64,0,1,25,90,normal
4:30:00 AM,29,Sunday,55,2,6,24,87,normal
4:45:00 AM,29,Sunday,86,4,5,20,115,normal
5:00:00 AM,29,Sunday,51,10,3,28,92,normal
5:15:00 AM,29,Sunday,81,8,5,12,106,low
5:30:00 AM,29,Sunday,73,1,3,23,100,normal
5:45:00 AM,29,Sunday,104,29,19,13,165,normal
6:00:00 AM,29,Sunday,122,17,21,9,169,heavy
6:15:00 AM,29,Sunday,94,21,15,7,137,normal
6:30:00 AM,29,Sunday,141,30,22,11,204,heavy
6:45:00 AM,29,Sunday,93,12,25,7,137,normal
7:00:00 AM,29,Sunday,123,29,13,7,172,heavy
7:15:00 AM,29,Sunday,131,27,19,15,192,heavy
7:30:00 AM,29,Sunday,138,25,20,14,197,heavy
7:45:00 AM,29,Sunday,148,20,14,11,193,heavy
8:00:00 AM,29,Sunday,93,12,14,13,132,normal
8:15:00 AM,29,Sunday,125,22,12,12,171,heavy
8:30:00 AM,29,Sunday,109,26,16,9,160,normal
8:45:00 AM,29,Sunday,99,25,15,12,151,normal
9:00:00 AM,29,Sunday,78,6,29,14,127,high
9:15:00 AM,29,Sunday,63,6,21,9,99,normal
9:30:00 AM,29,Sunday,36,11,25,8,80,normal
9:45:00 AM,29,Sunday,69,5,23,16,113,normal
10:00:00 AM,29,Sunday,67,13,15,17,112,normal
10:15:00 AM,29,Sunday,34,12,28,11,85,normal
10:30:00 AM,29,Sunday,71,6,12,19,108,normal
10:45:00 AM,29,Sunday,22,9,0,31,62,normal
11:00:00 AM,29,Sunday,54,4,10,35,103,normal
11:15:00 AM,29,Sunday,27,8,13,35,83,normal
11:30:00 AM,29,Sunday,36,2,7,27,72,normal
11:45:00 AM,29,Sunday,29,9,13,28,79,normal
12:00:00 PM,29,Sunday,65,3,12,25,105,normal
12:15:00 PM,29,Sunday,66,5,7,35,113,high
12:30:00 PM,29,Sunday,23,4,5,30,62,normal
12:45:00 PM,29,Sunday,42,10,2,25,79,normal
1:00:00 PM,29,Sunday,55,5,33,20,113,high
1:15:00 PM,29,Sunday,18,5,15,21,59,normal
1:30:00 PM,29,Sunday,22,13,17,22,74,normal
1:45:00 PM,29,Sunday,59,18,18,23,118,normal
2:00:00 PM,29,Sunday,63,16,3,13,95,low
2:15:00 PM,29,Sunday,66,3,25,12,106,normal
2:30:00 PM,29,Sunday,75,4,3,15,97,low
2:45:00 PM,29,Sunday,92,7,35,25,159,high
3:00:00 PM,29,Sunday,40,14,16,28,98,normal
3:15:00 PM,29,Sunday,39,2,8,19,68,normal
3:30:00 PM,29,Sunday,43,11,16,20,90,normal
3:45:00 PM,29,Sunday,128,26,25,12,191,heavy
4:00:00 PM,29,Sunday,150,24,30,12,216,heavy
4:15:00 PM,29,Sunday,108,6,37,18,169,heavy
4:30:00 PM,29,Sunday,111,17,40,18,186,heavy
4:45:00 PM,29,Sunday,112,24,39,16,191,heavy
5:00:00 PM,29,Sunday,140,10,38,18,206,heavy
5:15:00 PM,29,Sunday,144,13,15,14,186,heavy
5:30:00 PM,29,Sunday,127,17,24,17,185,heavy
5:45:00 PM,29,Sunday,100,8,13,11,132,normal
6:00:00 PM,29,Sunday,138,9,16,20,183,heavy
6:15:00 PM,29,Sunday,108,10,21,16,155,normal
6:30:00 PM,29,Sunday,82,8,19,12,121,normal
6:45:00 PM,29,Sunday,107,19,6,17,149,normal
7:00:00 PM,29,Sunday,73,1,10,32,116,high
7:15:00 PM,29,Sunday,54,4,13,34,105,normal
7:30:00 PM,29,Sunday,68,10,20,13,111,normal
7:45:00 PM,29,Sunday,70,9,13,25,117,normal
8:00:00 PM,29,Sunday,58,20,17,16,111,normal
8:15:00 PM,29,Sunday,99,12,13,16,140,normal
8:30:00 PM,29,Sunday,100,14,16,28,158,normal
8:45:00 PM,29,Sunday,68,14,16,20,118,normal
9:00:00 PM,29,Sunday,106,11,17,27,161,normal
9:15:00 PM,29,Sunday,83,13,9,34,139,high
9:30:00 PM,29,Sunday,66,14,8,24,112,normal
9:45:00 PM,29,Sunday,6,1,2,29,38,normal
10:00:00 PM,29,Sunday,11,0,0,27,38,normal
10:15:00 PM,29,Sunday,11,2,1,29,43,normal
